AnimalName,Breed,Age,Weight_kg,MedicalHistory,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5
cat,Ragdoll,12.8,9.0,Dental issues,Weakness,Diarrhea,Diarrhea,Vomiting,Weakness
Dog,Golden Retriever,5.5,42.5,No previous conditions,Dyspnea,Coughing,Fever,Anorexia,Lethargy
cat,Sphynx,18.0,5.4,Not vaccinated,Vomiting,Weakness,Coughing ,Sneezing,Pain
Dog,Labrador Retriever,8.7,27.8,Recent surgery,Sneezing,Vomiting,Weakness,Sneezing,Weight loss
cat,Sphynx,0.5,7.9,Recent surgery,Coughing,Weight loss,Weight loss,Diarrhea,Hairy Fleeces
Dog,Yorkshire Terrier,12.2,11.2,Skin conditions history,Blood from mouth,Diarrhea,Coughing,Lethargy,Weight loss
Dog,Yorkshire Terrier,11.5,5.7,Dental issues,Fever,Difficulty in breathing,Dribbling of saliva,Inability of Swalllon Feeding,Moist and painfull
Dog,Yorkshire Terrier,5.3,9.2,Chronic illness,Decreased milk,Holding limbs off the ground,Weight loss,Lameness,Wool production
cat,Sphynx,0.7,5.6,Not vaccinated,Diarrhea,Upset stomach,Coughing,Anaemia,Weight loss
Dog,Yorkshire Terrier,4.9,6.2,Dental issues,Weight loss,Fever,Anorexia,Lethargy,Anorexia
Dog,Yorkshire Terrier,11.0,5.6,Dental issues,Fever,Difficulty in breathing,Dribbling of saliva,Inability of Swalllon Feeding,Moist and painfull
Dog,Rottweiler,7.1,45.0,Vaccinated,nasal discharge,Vomiting,Sneezing,Fever,Sneezing
cat,Maine Coon,7.9,7.9,Skin conditions history,Nausea,Pain,Fever,Headache,Chills
cat,Scottish Fold,16.8,5.6,Vaccinated,Diarrhea,Pain,Anorexia,paresis,Anorexia
Dog,Rottweiler,7.2,36.5,Previous heart condition,Vomiting,Weight loss,Sneezing,Fever,Weight loss
cat,Ragdoll,8.1,6.0,Chronic illness,Yellow or green dropping,Anorexia,Coughing,Sneezing,Anorexia
Dog,Poodle,3.9,8.9,Vaccinated,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains
Dog,German Shepherd,0.8,35.3,Not vaccinated,Coughing,Dyspnea,Depression,Anorexia,Neurologic sign
Dog,Golden Retriever,7.2,37.0,Dental issues,Diarrhea,Sneezing,diffuse,Coughing,Obstructed Lungs
cat,Scottish Fold,9.9,5.6,Vaccinated,Scabs On feet,Diarrhea,Sneezing,Vomiting,Anorexia
cat,Siamese,7.4,6.9,Previous kidney disease,Diarrhea,Lethargy,Lethargy,Sneezing,Dandruff
Dog,Rottweiler,11.8,45.0,Previous heart condition,Lack of walking,Lack of flying,Roughened,Dehydration,Pains
Dog,Poodle,8.2,7.2,No previous conditions,Sneezing,Decreased eyelid,Weakness,Anorexia,Pain
cat,Bengal,6.5,3.9,Previous kidney disease,Coughing,Anorexia,Weakness,Coughing,Sneezing
Dog,Golden Retriever,2.4,35.9,Parasite history,Diarrhea,Lethargy,Weight loss,Coughing,Sneezing
Dog,Boxer,10.4,20.3,Allergies,Weakness,Pain,Sneezing,Sneezing,Pain
Dog,Mixed Breed,1.8,25.9,Parasite history,Unable To Eat,Lossened Teeth,Bloody Drool,Foul Breath,Facial Swelling
Dog,Bulldog,10.2,21.1,Previous heart condition,egg production decreases,stunted growth,Blindness,Distinctive bumps,Facial swelling
Dog,Labrador Retriever,9.9,32.9,Not vaccinated,Stripped remiges,Less Feather growth,Ruffled feathers,Defienciency in vitamin,Diarrhea
Dog,German Shepherd,0.8,42.0,Skin conditions history,Excessive blood loss,dizziness and fainting,Blurry vision,watery eyes,slow growth
Dog,Mixed Breed,9.6,32.6,Parasite history,Weight loss,Weight loss,Weakness,Fast breathing,Animal gets uneasy
cat,Ragdoll,13.8,7.6,Previous kidney disease,Fever,Chills,Severe colic,Weakness,Anorexia
Dog,Beagle,0.5,15.0,Previous kidney disease,rectal bleeding,Flaky,Weight loss,Coughing,Coughing
Dog,Yorkshire Terrier,4.5,9.3,Dental issues,Heavy Breathing,Yellow in beak,Tail_Bobbing,Weakness,Sleeping Excessively
Dog,Golden Retriever,6.2,38.4,Vaccinated,Fever,Coughing,Weight loss,Vomiting,Pain
cat,Siamese,8.0,6.1,No previous conditions,Lession on cat skin,Dandruff in cat coat,Red patches,Hair loss,Skin issue
Dog,Poodle,13.4,8.2,Parasite history, abortion at the end of gestation,Fatigue,weak calves,Join pains,Swelling of internal organs
Dog,Boxer,0.9,22.9,No previous conditions,Fever,Depression,Relunctance to move,Salivation,Nasal Discharge
cat,Maine Coon,0.9,6.8,Previous kidney disease,Fever,Chills,Retarded Growth,Chest Pain,Chest Pain
Dog,German Shepherd,8.3,33.1,No previous conditions,Swollen lymph nodes,Lethargy,Watery Stool,Difficulty walking,Vaginal Discharge
cat,Siamese,11.3,4.5,No previous conditions,Staggering,trembling,sudden death,difficulty breating,high temperature
cat,British Shorthair,7.3,4.3,Parasite history,Diarrhea,Weakness,Weight loss,Anorexia,Weakness
Dog,Bulldog,3.0,16.7,Previous heart condition,Loss of eat,Fever,Fever,Weakness,Fever
Dog,Rottweiler,2.2,28.2,Allergies,listlessness,Lethargy,Anorexia,Heavy Breathing,Diarrhea
cat,Scottish Fold,18.0,3.6,Recent surgery,Diarrhea,Underdeveloped muscles,Fever,Increased in breathing,Formation of vesicles
Dog,Labrador Retriever,10.6,34.7,Parasite history,Weakness,Weight loss,Vomiting,Pain,Scabs On feet
Dog,Boxer,0.9,18.8,No previous conditions,Fever,Depression,Relunctance to move,Salivation,Nasal Discharge
Dog,Beagle,5.3,29.4,Skin conditions history,Ulcerated muscle,Excession Salivation,Fever,Abnormal conformation,Ulcerated ear
Dog,Beagle,15.0,15.0,No previous conditions,Coughing,Blood in faces,Pain,Ring shaped Lesion,Anorexia
Dog,Labrador Retriever,8.3,45.0,Recent surgery,Fever,Depression,loss of appetite,Loss of appetite,Pains
cat,Bengal,10.4,2.8,No previous conditions,swelling problem,Difficulty in breathing,anorexia,frequent yawning,bleeding from wounds
cat,Bengal,6.8,6.9,Allergies,wasting,stumbling,listlessness,drooling,urination problem
cat,Siamese,7.2,2.5,Previous heart condition,Fever,Fever,Coughing,Weakness,Infection
Dog,Golden Retriever,12.1,34.3,Previous kidney disease,Coughing,Diarrhea,Convulsion,Pain,Vomiting
cat,Persian,1.0,4.6,Parasite history,Lethargy,Weight loss,Fell unwell,Skin issue,Loss of eat
Dog,Labrador Retriever,3.6,38.7,Previous kidney disease,Diarrhea,Bleeding in eye and skin,Vomiting,Blood in urine,Lethargy
Dog,German Shepherd,10.5,32.8,Chronic illness,Painfull to touch,Diarrhea,Fever,Loss od appetite,Weakness
Dog,Labrador Retriever,10.0,38.9,Skin conditions history,Pains,loss of appetite,Fever,Depression,Loss of appetite
cat,Scottish Fold,9.5,5.2,Recent surgery,Sneezing,Sneezing,Coughing,Sneezing,Weakness
cat,Scottish Fold,4.5,5.2,Previous kidney disease,Fever,Chills,Severe colic,Weakness,Anorexia
cat,Persian,14.6,6.1,Skin conditions history,Progressive weakness,Coughing,Cramps,Weight loss,Fever
Dog,Bulldog,3.1,19.1,No previous conditions,Fluffed Feather,Loss of appetite,Coughing,Vomiting,Snoring
Dog,Poodle,9.9,3.5,Parasite history,Upset stomach,Diarrhea,Coughing,Weight loss,Anaemia
cat,Persian,8.1,3.7,Chronic illness,Lethargy,Coughing,Weakness,Coughing,Diarrhea
cat,Siamese,17.6,6.1,Recent surgery,Weight loss,Frequent eye Infections,Weight loss,Nasal,Vomiting
cat,Siamese,2.4,3.8,Previous heart condition,Eventually death,Weight loss,loss of appetite,Rough coat,Loss of activity
cat,Mixed Breed,7.2,5.0,No previous conditions,lack of appetite,high body temperaure,diarrhea,sudden death,loss of appetite
cat,Persian,10.9,3.9,Dental issues,Sneezing,Epistaxis,Nasal Discharge,Coughing,Difficulty in breathing
Dog,Mixed Breed,3.0,26.8,Chronic illness,Holding limbs off the ground,Lameness,Decreased milk,Wool production,Weight loss
cat,Persian,9.0,5.2,Recent surgery,Dyspnea,Sneezing,Coughing,Difficulty in breathing,Infection
cat,Maine Coon,9.1,6.0,Allergies,Pain,Diarrhea,Dehydration,Fever,Vomiting
cat,Scottish Fold,16.2,3.3,Skin conditions history,Lethargy,Sneezing,Clouded cornea,Fever,Lethargy
Dog,Beagle,1.7,27.7,Chronic illness,stop eating,stop drinking,change their normal behaviour,Weight loss,Pains
Dog,Bulldog,9.7,24.7,Parasite history,Fever,Diarrhea,Abdominal pain,Stiffness,Severe weekness and depression
Dog,Yorkshire Terrier,5.9,6.8,Parasite history,Dry skin,Coughing,Anorexia,Diffulty chewing,Pain
Dog,German Shepherd,11.7,33.2,Not vaccinated,Abdominal pain,Diarrhea,Malpresentation,Shock,Anorexia
Dog,Rottweiler,9.7,25.0,Vaccinated,Pain,Coughing,Weight loss,Vomiting,Weakness
cat,Siamese,18.0,5.5,Recent surgery,Sneezing,Sneezing,decreased stool production,extending its neck,Fever
cat,Bengal,3.2,5.0,Skin conditions history,Smell of ammonia,Ulcer,Depression,Swelling,Pains
Dog,Bulldog,4.3,17.6,Skin conditions history,Fever,Sour Throat,Mortality,Muscle aches,Abnormalities
Dog,Bulldog,12.9,23.0,Chronic illness,Difficulty breathing,Unable to exercise,Coughing,Eye and Skin change,Fever
Dog,Bulldog,7.5,21.1,Chronic illness,Stiffness,anaemia,Sneezing,Fever,Diarrhea
cat,Ragdoll,12.3,7.2,Previous heart condition,Fever,Depression,loss of appetite,Stumbling,Ataxia
Dog,Mixed Breed,0.8,8.4,Allergies,Fever,Difficulty in breathing,Lethargy,Death,Pains
cat,Persian,4.4,4.1,Chronic illness,Decresed egg production,Weakness,Weakness,Fever,Fever
Dog,Mixed Breed,9.6,37.8,Parasite history,Lethargy,Upset stomach,Weakness,Wool is clumped,Diarrhea
Dog,Bulldog,10.1,16.2,Dental issues,Weight loss,Diarrhea,Lethargy,Weakness,Lethargy
Dog,Rottweiler,7.2,45.0,Parasite history,loss of tail tone,Lethargy,Weight loss,Lethargy,Diarrhea
cat,Siamese,5.3,6.4,Previous heart condition,Sneezing,Weakness,Coughing,Weight loss,Anorexia
Dog,Yorkshire Terrier,7.9,9.5,Allergies,Short term lethargy,Loss of  appetite,Poor Appetite,Rapid Heart Rate,Week pulse
Dog,German Shepherd,6.9,31.7,Allergies,Vomiting,heavy breathing,Fever,Anorexia,Weakness
cat,Ragdoll,1.4,6.4,Not vaccinated,Lumps,Pain,Weakness,Swelling on jaw,Anorexia
cat,Ragdoll,13.3,7.2,Skin conditions history,Pot belly,Diarrhea,Fever,Loss of appettite,Death
cat,Persian,13.0,6.6,Chronic illness,Fever,Not eating,Anorexia,Fatty stool,fever
Dog,Labrador Retriever,8.9,37.1,Parasite history,Pruritis,Diarrhea,Inability to digest,Dull,Fever
Dog,Bulldog,13.7,27.5,Skin conditions history,Weight loss,Green Dropping,Fever,Anorexia,Excess sleeping
Dog,Labrador Retriever,2.1,38.5,Previous kidney disease,Pains,Achomotrica,Dehydration,Poor immune function,Death
Dog,Yorkshire Terrier,8.5,5.8,Previous heart condition,Retarded Growth,Colic,Lethargy,Diarrhea,Poor coat condition
Dog,Bulldog,3.8,17.3,Allergies,Fever,Sour Throat,Mortality,Muscle aches,Abnormalities
Dog,Beagle,8.6,26.2,Allergies,Itchiness,Watery eye,Thick Crusting,Pain,Hair loss
cat,Scottish Fold,13.6,3.7,Vaccinated,Pain,Weakness,Drop on egg production,Sneezing,Sores on lower leg and teats
Dog,Beagle,7.6,18.2,Previous kidney disease,Diarrhea,Coughing,Weakness,Pain,Pain
Dog,Golden Retriever,9.6,36.6,Vaccinated,difficulty swallowing,cough ,difficulty swallowing,gasping for air,extending its neck
Dog,Bulldog,9.4,25.5,Allergies,Gasping,coughing ,mild weakness,droopy wings,twisted neck
cat,British Shorthair,10.2,3.9,Vaccinated,Weakness,Anorexia,Vomiting,Weakness,Speech delay
Dog,Beagle,11.5,15.7,Recent surgery,Fever,Diarrhea,Enteritis,Weight loss,Stomach  cramps
Dog,Bulldog,3.4,27.9,Allergies,Weakness,Pain,Oral lesion,Eye redness,Diarrhea
cat,Maine Coon,13.6,7.3,Previous heart condition,fever,loss of appetite,respiratory noise,Weight loss,depression
Dog,Poodle,15.0,3.8,Previous heart condition,Weakness,Animal gets uneasy,Fever,Forthy eye,Weakness
cat,Siamese,14.8,6.9,Recent surgery,Fever,Chills,Coughing,Progressive weakness,Joint Pain
cat,Sphynx,8.2,4.0,Vaccinated,Lethargy,Weight loss,Itching,Fever,Small red bumps
cat,Scottish Fold,5.9,4.6,Previous heart condition,Weakness,Sneezing,Fever,Weight loss,Sneezing
Dog,Rottweiler,11.4,36.0,Allergies,Lethargy,Anorexia,Diarrhea,Sneezing,Coughing
cat,Ragdoll,4.1,7.8,Skin conditions history,Fever,Diarrhea,Decreased appetite,Vomiting,Bloody
Dog,Beagle,12.7,23.9,Previous heart condition,Pain,Anorexia,Trauma,Coughing,Coughing
cat,Siamese,11.2,7.3,Vaccinated,Pain,Weakness,Weakness,Lying Down,Sneezing
cat,Sphynx,6.9,7.7,Parasite history,Fever,Sneezing,Lethargy,Periodic vommiting,Pain
Dog,Labrador Retriever,8.9,32.0,Previous kidney disease,Fever,Formation of vesicles,Fever,Weight loss,Weight loss
Dog,Beagle,2.2,21.6,Vaccinated,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains
cat,Sphynx,8.7,5.8,Not vaccinated,Anorexia,Coughing,Fever,Muscus,Pain
Dog,Mixed Breed,3.2,26.3,Chronic illness,Weight loss,Wool production,Holding limbs off the ground,Decreased milk,Lameness
cat,Mixed Breed,7.1,5.1,Not vaccinated,Fever,Diarrhea,Decreased appetite,Vomiting,Bloody
Dog,Rottweiler,8.9,27.2,Parasite history,Vomitting,Weakness,Loss of appetite,Fever,Weight loss
cat,Bengal,14.7,5.8,Vaccinated,Grinding teeth,Diarrhea,Anorexia,Weight loss,Coughing
Dog,Beagle,11.3,30.0,Dental issues,Diarrhea,Coughing,Diarrhea,Pain,Coughing
cat,Sphynx,18.0,4.9,Not vaccinated,Vomiting,Lethargy,Lethargy,Diarrhea,Diarrhea
Dog,Yorkshire Terrier,14.5,5.5,Recent surgery,Forthy eye,Torticollis,Weakness,Swelling,Emaciation
Dog,Rottweiler,5.6,45.0,Skin conditions history,Crusty eye lashes and matting of eyelashes,weight loss,Coughing,Weight loss,Weight loss
Dog,German Shepherd,4.5,30.6,No previous conditions,Weakness,Coughing,Diarrhea,Drooping wings,Coughing
cat,Siamese,4.6,4.8,No previous conditions,Weakness,Weakness,Vomiting,Vomiting,Behaviour change
cat,Maine Coon,16.4,6.1,Parasite history,Spines,Unusally thin,Weakness,Enlarged skulls,Weakness
cat,British Shorthair,12.5,5.0,Dental issues,Facial Paralysis,Weight loss,Pains,Tenderness,Foot Hot
cat,Scottish Fold,13.9,5.3,Dental issues,Sneezing,Dandruff in cat coat,Vomiting,Sneezing,Pain
Dog,Boxer,13.1,18.1,Skin conditions history,Nosebleed ,Trauma,mild weakness,Nose picking,Dry air
cat,Sphynx,8.8,3.4,Allergies,Sneezing,Constant pacing,Vomiting,Fever,Kid moratality
Dog,Bulldog,5.1,23.3,Skin conditions history,Vomiting,Kick,Weakness,Raised growth or bump,Anorexia
cat,Persian,2.8,6.5,Parasite history,Coughing,Pain,Lethargy,Anorexia,Achomotrica
cat,Bengal,10.8,2.5,Skin conditions history,Pain,Diarrhea,Diarrhea,Weakness,Weakness
cat,Scottish Fold,5.1,2.5,No previous conditions,Back Pain,Loss of appettite,Weight loss,Red skin,rapid pulse and heart rates
cat,Sphynx,1.0,4.4,Skin conditions history,Diarrhea,Pain,Sneezing,Vomiting,high body temperaure
Dog,German Shepherd,6.4,29.4,Dental issues,Forthy eye,Torticollis,Weakness,Swelling,Emaciation
Dog,German Shepherd,6.4,29.0,Not vaccinated,Crusting of the skin,Ulcerated skin,Hair loss,Darkened skin,Dandruff
cat,British Shorthair,0.5,2.9,Parasite history,Vomiting,Lethargy,Lethargy,Weakness,Coughing
Dog,Poodle,7.7,5.5,Parasite history,Fever,Fever,Vomiting,Lethargy,Weakness
cat,Ragdoll,6.1,6.1,Previous kidney disease,Anorexia,Drop in milk production,Fever, abortion at the end of gestation,Pain
cat,Scottish Fold,0.6,6.2,Dental issues,Weight loss,Nasal Discharge,Fever,Coughing,Death
cat,Persian,12.3,6.0,Previous kidney disease,Swelling,Discomfort,Difficulty in rising,Death,Pains
Dog,Yorkshire Terrier,5.9,5.9,Chronic illness,Lethargy,Bloody Diarhhea,Pain,Pain,Sneezing
Dog,Bulldog,4.0,22.9,Skin conditions history,Anorexia,Sneezing,Distended stomach,Coughing,Weight loss
cat,British Shorthair,2.7,2.5,Skin conditions history,Fever,Diarrhea,Diarrhea,Diarrhea,Anorexia
cat,Scottish Fold,6.0,6.4,Allergies,Pain,Reduce feed,Vomiting,Vomiting,Weight loss
Dog,German Shepherd,10.4,37.0,Allergies,Severe kerititis,Anorexia,Weight loss,Sneezing,Weight loss
cat,Persian,15.5,3.3,Recent surgery,Difficulty in rising,Lethargy,Thivk skin,Lethargy,Diarrhea
Dog,Yorkshire Terrier,4.9,8.7,Chronic illness,Pain,Weight loss,Ruminal stasis,Coughing,Urine retention
Dog,Bulldog,3.1,17.7,Recent surgery,Fever,Chronic eye inflamation,Poor Appetite,Lethargy,Neurologic abnormalities
cat,British Shorthair,7.9,7.3,Parasite history,Lethargy,muscular stiffness,Heavy Breathing,Swollen kidney,Fever
cat,British Shorthair,6.5,3.1,Previous kidney disease,wasting,stumbling,listlessness,drooling,urination problem
Dog,Yorkshire Terrier,10.6,9.2,Not vaccinated,Fever,Diarrhea,Swelling,Weight loss,Pain
cat,British Shorthair,14.9,3.0,Chronic illness,Poor condition,Enlarged lymph nodes,Diarrhea,Weight loss,Pain
Dog,Mixed Breed,2.5,17.1,Recent surgery,Anorexia,Sneezing,Fever,Heat,loss of appetite
cat,British Shorthair,1.8,7.1,Allergies,Weight loss,Sneezing,Darkened skin,Severe weekness and depression,Vomiting
cat,Persian,13.5,4.8,Allergies,Weight loss,Bald patches,Fever,Crusty eye lashes and matting of eyelashes,abortion
Dog,Rottweiler,5.9,25.3,Skin conditions history,Death,Uteria inertia,Malpresentation,Pains,Fetopelvic dispropotion
Dog,Rottweiler,6.6,40.8,Dental issues,Sneezing,experiencing changes in weight,Weakness,Weight loss,Anorexia
cat,Maine Coon,2.5,7.0,Chronic illness,Swelling,Loss of appetite,Wool loss,Tears,Death
cat,Mixed Breed,11.7,4.6,Skin conditions history,Abortion,Fever,Incoordination,Diarrhea,Blood Poisioning 
cat,Sphynx,8.1,5.9,Previous heart condition,Lethargy,Coughing,Diarrhea,Vomiting,Anorexia
Dog,Rottweiler,1.2,32.7,Skin conditions history,Weight loss,Vomiting,Coughing,Pain,Pain
Dog,Rottweiler,1.5,33.2,Previous heart condition,loss of appetite,diarrhea,ruffled feathers,Weight loss,Inability to absorb nutrients
cat,Siamese,1.4,5.5,Previous kidney disease,lying down,reduced appetite,dry or tacky gums,dull ness,sweating
Dog,Mixed Breed,0.8,14.9,Recent surgery,Fever,Reduce growth,Kid moratality,Weakness,Dullness
cat,Bengal,9.6,5.6,Previous kidney disease,Fever,Hemolytic anemia,Sweats,congestion,Jaundice
cat,Ragdoll,13.4,8.5,No previous conditions,Tears,Lethargy,Sneezing,Coughing,Eyeproblem
cat,Mixed Breed,2.2,6.0,Allergies,Spread of infection,Fever,Weight loss,Succumb,Anorexia
cat,Maine Coon,15.5,8.7,Chronic illness,Attempt to urinate,Wether restless,Pains,Normal appetite,Kicking
Dog,Labrador Retriever,10.8,33.6,Dental issues,Sneezing,Vomiting,Diarrhea,Unilateral Nasal discharge,Weight loss
cat,Mixed Breed,12.1,4.9,Recent surgery,Diarrhea,Sneezing,Chest Pain,Weight loss,Diarrhea
cat,Mixed Breed,14.6,6.8,Recent surgery,Diarrhea,Urine infection,Weakness,Sneezing,Weakness
cat,Maine Coon,11.1,7.2,Chronic illness,sudden death,high temperature,difficulty breating,Aneamia,trembling
Dog,Bulldog,9.8,23.3,Parasite history,Fever,Diarrhea,Abdominal pain,Stiffness,Severe weekness and depression
Dog,Beagle,5.7,27.1,Recent surgery,Strong cough,Runny nose,Darkened skin,Lethargy,Loss of appettite
cat,Ragdoll,17.1,9.6,No previous conditions,Edema,diarrhea,Nasal Discharge,Decresed egg production,Sneezing
Dog,Mixed Breed,10.6,10.4,Chronic illness,Rhinitis,Pneumonia ,abscessess,Torticollis,Septicemia
Dog,Bulldog,2.8,14.4,Allergies,Watery Diarrhea dispropotion,Sick,Corneal Ulceration,Loss of appetite,Death
Dog,Beagle,8.6,24.2,Vaccinated,Fever,Scratches,Diarrhea,Weight Loss,Depression
Dog,Mixed Breed,7.8,35.8,Previous heart condition,Vomiting,Anorexia,Lethargy,Fever,Coughing
Dog,Boxer,9.0,24.0,Previous kidney disease,Loss of eye,Wattles,Weakness,Vomiting,Vomiting
Dog,Labrador Retriever,13.6,44.4,Not vaccinated,Gasping,coughing ,mild weakness,droopy wings,twisted neck
Dog,Rottweiler,5.9,36.1,Recent surgery,Sneezing,Pain, rapid heartbeats,Fever,Uncharacteristic hiding
cat,Bengal,2.9,3.8,Dental issues,Small red bumps,Pneumonia ,Septic Arthritis,Skin infection,Pain
Dog,Rottweiler,11.7,25.9,Parasite history,Coughing,Vomiting,Weakness,Discharge,Fever
cat,Scottish Fold,14.6,5.4,Chronic illness,Diarrhea,Diarrhea,Fever,Wheezing,Dry air
Dog,Labrador Retriever,8.7,34.1,Parasite history,Sneezing,Vomiting,Fever,Diarrhea,Anorexia
cat,Sphynx,18.0,8.0,Previous kidney disease,Lethargy,Weight Loss,Anorexia,Edema in lower jaw,Coughing
cat,Scottish Fold,12.4,4.7,Skin conditions history,Pain,Lethargy,Weight loss,Diarrhea,Anorexia
Dog,Labrador Retriever,13.5,30.8,No previous conditions,Coughing,Sneezing,Vomiting,Weakness,Lethargy
Dog,Labrador Retriever,10.1,37.1,No previous conditions,Vomitting,Fever,Anorexia,Fever,Diarrhea
cat,Scottish Fold,4.8,4.7,Chronic illness,Paralysis,Convulsion,Trouble walking,Sudden death,Depression
Dog,Golden Retriever,7.9,41.3,Previous kidney disease,Vomiting,Sneezing,Vomiting,undernutrition,Fever
cat,Scottish Fold,9.7,6.8,Parasite history,Emaciation,Difficulty in breathing,Vomiting,Weakness,Diarrhea
Dog,Mixed Breed,9.3,38.7,Vaccinated,Vomiting,Pain,Excessive eye watering,Fever,Nostrils
cat,Bengal,8.4,5.2,Allergies,lying down,Lethargy,Fever,Anorexia,Weakness
cat,Mixed Breed,6.4,6.2,Not vaccinated,Coughing,Vomiting,Coughing,Lethargy,Coughing
Dog,Poodle,8.1,3.5,Parasite history,Red skin,Loss of appetite,Moist,Lameness,Pains
cat,British Shorthair,13.5,3.8,Dental issues,Vomiting,Pain,Pain,Lethargy,Red on affected area
Dog,Mixed Breed,13.6,25.2,Chronic illness,Fever,Uncharacteristic hiding,Depression,Dehydration,Stopped eat
Dog,German Shepherd,5.1,39.1,Previous kidney disease,Swelling,Heat,Flank,Pain,Nasal Discharge
